make_model,body_type,Body Color,km,hp,Gearing Type,Extras,price
Audi A1,Sedans,White,10,85,Manual,Alloy wheels,18200
Audi A1,Compact,Red,6900,85,Manual,"Alloy wheels,Sport seats",18480
Audi A1,Sedans,Black,0,85,Manual,Alloy wheels,17999
Audi A1,Compact,White,3000,85,Manual,Alloy wheels,17880
Audi A1,Sedans,White,1,85,Manual,"Alloy wheels,Voice Control",18175
Audi A1,Compact,Grey,10,85,Automatic,"Alloy wheels,Catalytic Converter,Sport package,Touch screen,Voice Control",29190
Audi A1,Sedans,Blue,12900,85,Manual,Alloy wheels,17900
Audi A1,Sedans,Red,0,85,Automatic,"Alloy wheels,Catalytic Converter,Touch screen,Voice Control",29137
Audi A1,Sedans,Grey,6000,85,Automatic,"Alloy wheels,Shift paddles,Sport package,Sport seats,Sport suspension,Touch screen,Voice Control",29000
Audi A1,Sedans,Black,10,85,Automatic,Alloy wheels,29000
Audi A1,Sedans,Red,5000,85,Automatic,"Alloy wheels,Sport package,Sport seats,Sport suspension",28998
Audi A1,Sedans,Yellow,4500,85,Automatic,"Alloy wheels,Catalytic Converter,Shift paddles,Sport seats,Touch screen,Voice Control",28990
Audi A1,Sedans,White,12,85,Automatic,"Alloy wheels,Shift paddles,Sport package,Sport seats,Sport suspension,Touch screen,Voice Control",28990
Audi A1,Compact,Black,1500,85,Automatic,"Alloy wheels,Sport package,Sport seats,Touch screen,Voice Control",28997
Audi A1,Sedans,White,12,85,Automatic,"Alloy wheels,Shift paddles,Sport package,Sport seats,Sport suspension,Touch screen,Voice Control",28990
Audi A1,Sedans,White,12,85,Automatic,"Alloy wheels,Shift paddles,Sport package,Sport seats,Sport suspension,Touch screen,Voice Control",28990
Audi A1,Compact,White,6000,85,Automatic,"Alloy wheels,Sport package,Sport seats,Sport suspension,Touch screen,Voice Control",28990
Audi A1,Sedans,White,0,85,Manual,Alloy wheels,17600
Audi A1,Sedans,White,0,85,Manual,Voice Control,17173
Audi A1,Sedans,White,100,85,Automatic,"Alloy wheels,Sport seats,Touch screen,Voice Control",28890
Audi A1,Compact,Green,10,85,Manual,Alloy wheels,19388
Audi A1,Compact,Green,10,85,Manual,Alloy wheels,19388
Audi A1,Compact,White,10,85,Manual,Alloy wheels,19388
Audi A1,Compact,White,10,85,Manual,Alloy wheels,19388
Audi A1,Sedans,White,12,85,Automatic,"Alloy wheels,Shift paddles,Sport package,Sport seats,Sport suspension,Touch screen,Voice Control",28990
Audi A1,Sedans,White,7000,85,Manual,Alloy wheels,19400
Audi A1,Compact,Green,10,85,Manual,Alloy wheels,19388
Audi A1,Compact,White,10,85,Manual,Alloy wheels,19388
Audi A1,Compact,White,10,85,Manual,Alloy wheels,19388
Audi A1,Compact,Green,10,85,Manual,Alloy wheels,19388
Audi A1,Sedans,White,10,85,Manual,Alloy wheels,19364
Audi A1,Sedans,Blue,0,85,Manual,Alloy wheels,19250
Audi A1,Compact,White,10,85,Manual,Alloy wheels,19388
Audi A1,Sedans,White,1,85,Manual,"Alloy wheels,Sport suspension,Touch screen",19000
Audi A1,Compact,Green,10,85,Manual,Alloy wheels,19388
Audi A1,Sedans,Blue,10,85,Manual,"Alloy wheels,Catalytic Converter",18999
Audi A1,Sedans,White,1,85,Manual,"Alloy wheels,Sport seats,Sport suspension",18990
Audi A1,Sedans,White,1,85,Manual,Alloy wheels,18950
Audi A1,Sedans,White,0,85,Manual,Alloy wheels,18950
Audi A1,Sedans,Black,10,85,Manual,"Alloy wheels,Voice Control",18990
Audi A1,Station wagon,Black,4500,85,Automatic,"Alloy wheels,Sport package,Sport seats,Voice Control",28890
Audi A1,Sedans,White,10,85,Manual,Alloy wheels,18990
Audi A1,Compact,Grey,0,85,Automatic,"Alloy wheels,Sport seats,Sport suspension,Voice Control",28840
Audi A1,Compact,White,0,85,Automatic,"Alloy wheels,Sport seats,Touch screen",28820
Audi A1,Compact,White,0,85,Automatic,"Alloy wheels,Sport seats,Touch screen",28820
Audi A1,Compact,White,0,85,Automatic,"Alloy wheels,Sport seats,Touch screen",28820
Audi A1,Compact,White,0,85,Automatic,"Alloy wheels,Sport seats,Touch screen",28820
Audi A1,Compact,White,0,85,Automatic,"Alloy wheels,Sport seats,Touch screen",28820
Audi A1,Compact,White,0,85,Automatic,"Alloy wheels,Sport seats,Touch screen",28820
Audi A1,Compact,Black,0,85,Automatic,"Alloy wheels,Catalytic Converter",28800
Audi A1,Sedans,White,100,85,Manual,Alloy wheels,22250
Audi A1,Compact,Black,1010,85,Manual,Alloy wheels,21990
Audi A1,Sedans,Red,50,85,Manual,Alloy wheels,21900
Audi A1,Sedans,White,18000,85,Manual,"Catalytic Converter,Voice Control",21740
Audi A1,Sedans,Blue,5000,85,Manual,Alloy wheels,22300
Audi A1,Sedans,Blue,5000,85,Manual,Alloy wheels,22300
Audi A1,Sedans,White,100,85,Manual,Alloy wheels,22300
Audi A1,Compact,White,3000,85,Manual,"Alloy wheels,Voice Control",22290
Audi A1,Sedans,White,0,85,Manual,"Alloy wheels,Catalytic Converter",22290
Audi A1,Compact,Grey,4000,85,Manual,"Alloy wheels,Voice Control",22290
Audi A1,Sedans,White,0,85,Manual,"Alloy wheels,Voice Control",22048
Audi A1,Compact,White,0,85,Manual,"Alloy wheels,Catalytic Converter,Voice Control",22590
Audi A1,Sedans,White,1500,85,Manual,Alloy wheels,22900
Audi A1,Sedans,Blue,10,85,Manual,"Alloy wheels,Touch screen",22900
Audi A1,Sedans,Blue,10,85,Manual,"Catalytic Converter,Touch screen",22800
Audi A1,Sedans,Green,10,85,Manual,Alloy wheels,22700
Audi A1,Sedans,Grey,1,85,Manual,Alloy wheels,22700
Audi A1,Sedans,Red,17,85,Manual,Alloy wheels,22900
Audi A1,Compact,Grey,0,85,Manual,Voice Control,22980
Audi A1,Compact,Black,6000,85,Manual,"Alloy wheels,Catalytic Converter,Sport seats,Sport suspension,Voice Control",22980
Audi A1,Sedans,White,1150,85,Manual,"Alloy wheels,Catalytic Converter",22970
Audi A1,Compact,Blue,0,85,Manual,"Alloy wheels,Catalytic Converter,Touch screen,Voice Control",22990
Audi A1,Compact,Blue,0,85,Manual,"Alloy wheels,Catalytic Converter,Touch screen,Voice Control",22990
Audi A1,Compact,White,50,85,Manual,Alloy wheels,22990
Audi A1,Compact,Black,0,85,Manual,"Alloy wheels,Voice Control",22990
Audi A1,Sedans,Blue,3000,85,Manual,"Alloy wheels,Voice Control",22980
Audi A1,Compact,Blue,0,85,Manual,"Alloy wheels,Voice Control",22959
Audi A1,Compact,Red,0,85,Manual,"Alloy wheels,Catalytic Converter",22950
Audi A1,Compact,Blue,0,85,Manual,"Alloy wheels,Catalytic Converter,Voice Control",22919
Audi A1,Other,White,1000,85,Manual,Alloy wheels,22950
Audi A1,Compact,Blue,0,85,Manual,"Alloy wheels,Sport package,Sport suspension,Voice Control",22990
Audi A1,Compact,Red,0,85,Manual,"Alloy wheels,Catalytic Converter,Voice Control",22919
Audi A1,Compact,White,3900,85,Manual,Catalytic Converter,22900
Audi A1,Compact,Black,3900,85,Manual,Catalytic Converter,22900
Audi A1,Sedans,Grey,10,85,Manual,Alloy wheels,22900
Audi A1,Sedans,Grey,10,85,Manual,Alloy wheels,22900
Audi A1,Sedans,Grey,10,85,Manual,Alloy wheels,22900
Audi A1,Sedans,Red,12,85,Manual,Alloy wheels,22900
Audi A1,Sedans,White,11,85,Manual,Alloy wheels,22900
Audi A1,Compact,White,12700,85,Manual,"Alloy wheels,Touch screen,Voice Control",22880
Audi A1,Sedans,Black,22,85,Manual,"Alloy wheels,Sport suspension",22800
Audi A1,Sedans,Blue,4000,85,Manual,"Alloy wheels,Touch screen,Voice Control",22900
Audi A1,Compact,White,1000,85,Manual,"Alloy wheels,Voice Control",22890
Audi A1,Compact,White,0,85,Manual,"Alloy wheels,Catalytic Converter",22850
Audi A1,Sedans,Red,20,85,Manual,Alloy wheels,22800
Audi A1,Sedans,Grey,19,85,Manual,Alloy wheels,22800
Audi A1,Sedans,White,28,85,Manual,Alloy wheels,22800
Audi A1,Compact,Grey,0,85,Manual,"Alloy wheels,Catalytic Converter,Touch screen,Voice Control",22790
Audi A1,Compact,White,0,85,Manual,"Alloy wheels,Catalytic Converter,Voice Control",22720
Audi A1,Compact,Green,0,85,Manual,Alloy wheels,22730
Audi A1,Compact,Grey,0,85,Manual,"Alloy wheels,Catalytic Converter,Touch screen,Voice Control",22790
Audi A1,Compact,Black,0,85,Manual,Alloy wheels,22785
Audi A1,Compact,White,10,85,Manual,"Touch screen,Voice Control",22750
Audi A1,Compact,Grey,0,85,Manual,"Alloy wheels,Catalytic Converter,Voice Control",22720
Audi A1,Compact,Grey,0,85,Manual,"Alloy wheels,Catalytic Converter,Voice Control",22720
Audi A1,Compact,White,0,85,Manual,"Alloy wheels,Catalytic Converter,Voice Control",22720
Audi A1,Compact,Grey,3000,85,Manual,"Alloy wheels,Catalytic Converter",22650
Audi A1,Sedans,Green,10,85,Manual,Alloy wheels,22600
Audi A1,Compact,Grey,0,85,Manual,Voice Control,22530
Audi A1,Sedans,White,10,85,Manual,Alloy wheels,22600
Audi A1,Sedans,Blue,0,85,Manual,"Alloy wheels,Voice Control",22550
Audi A1,Compact,White,11,85,Manual,"Catalytic Converter,Voice Control",22590
Audi A1,Compact,White,0,85,Manual,"Alloy wheels,Catalytic Converter,Voice Control",22590
Audi A1,Compact,Black,0,85,Manual,"Alloy wheels,Catalytic Converter,Voice Control",22490
Audi A1,Sedans,Blue,10,85,Manual,"Alloy wheels,Touch screen,Voice Control",22490
Audi A1,Sedans,White,50,85,Manual,"Alloy wheels,Catalytic Converter,Touch screen,Voice Control",22500
Audi A1,Compact,White,0,85,Manual,"Alloy wheels,Catalytic Converter,Voice Control",22590
Audi A1,Sedans,Grey,3000,85,Manual,"Alloy wheels,Touch screen,Voice Control",22500
Audi A1,Sedans,White,0,85,Manual,Alloy wheels,22500
Audi A1,Sedans,White,9,85,Manual,Alloy wheels,22500
Audi A1,Sedans,White,9,85,Manual,Alloy wheels,22500
Audi A1,Other,Black,10,85,Manual,Alloy wheels,22490
Audi A1,Compact,Grey,500,85,Manual,"Alloy wheels,Voice Control",22490
Audi A1,Compact,White,10,85,Manual,"Alloy wheels,Voice Control",22490
Audi A1,Compact,Yellow,0,85,Manual,"Alloy wheels,Voice Control",22490
Audi A1,Other,Grey,10,85,Manual,Alloy wheels,22490
Audi A1,Other,Black,10,85,Manual,Alloy wheels,22490
Audi A1,Sedans,White,50,85,Manual,Alloy wheels,22220
Audi A1,Compact,White,0,85,Manual,"Alloy wheels,Catalytic Converter,Voice Control",22499
Audi A1,Compact,White,10,85,Manual,"Alloy wheels,Voice Control",22494
Audi A1,Compact,White,1,85,Manual,Alloy wheels,22499
Audi A1,Compact,Grey,1,85,Manual,Alloy wheels,22499
Audi A1,Sedans,Black,6000,85,Manual,"Alloy wheels,Catalytic Converter",22490
Audi A1,Compact,Red,0,85,Manual,"Alloy wheels,Touch screen,Voice Control",22490
Audi A1,Compact,Black,0,85,Manual,"Alloy wheels,Touch screen,Voice Control",22490
Audi A1,Sedans,White,0,85,Manual,"Alloy wheels,Touch screen",22400
Audi A1,Compact,Black,0,85,Manual,"Alloy wheels,Voice Control",22490
Audi A1,Compact,Black,0,85,Manual,Alloy wheels,22360
Audi A1,Compact,White,0,85,Manual,Alloy wheels,22350
Audi A1,Compact,White,0,85,Manual,"Alloy wheels,Catalytic Converter,Sport package,Touch screen,Voice Control",22350
Audi A1,Sedans,White,10,85,Manual,Alloy wheels,22300
Audi A1,Sedans,Grey,9000,85,Manual,"Alloy wheels,Voice Control",22490
Audi A1,Sedans,White,10,85,Manual,Alloy wheels,22200
Audi A1,Sedans,Black,10,85,Manual,Alloy wheels,22200
Audi A1,Sedans,White,10,85,Manual,Alloy wheels,22200
Audi A1,Sedans,White,0,85,Manual,"Alloy wheels,Touch screen,Voice Control",22150
Audi A1,Compact,White,50,85,Manual,Alloy wheels,22140
Audi A1,Sedans,Yellow,5700,85,Manual,"Alloy wheels,Voice Control",22100
Audi A1,Sedans,Blue,10000,85,Manual,"Alloy wheels,Touch screen",22100
Audi A1,Compact,Black,0,85,Manual,Voice Control,22080
Audi A1,Sedans,Blue,12,85,Manual,Alloy wheels,21990
Audi A1,Compact,Black,0,85,Manual,"Alloy wheels,Voice Control",21990
Audi A1,Compact,Black,0,85,Manual,"Alloy wheels,Voice Control",21990
Audi A1,Compact,Black,0,85,Manual,"Alloy wheels,Voice Control",21990
Audi A1,Compact,Black,0,85,Manual,"Alloy wheels,Voice Control",21990
Audi A1,Sedans,Blue,11,85,Manual,Alloy wheels,21990
Audi A1,Compact,Black,0,85,Manual,"Alloy wheels,Voice Control",21990
Audi A1,Sedans,Red,50,85,Manual,Alloy wheels,21900
Audi A1,Sedans,Blue,10,85,Manual,"Alloy wheels,Touch screen",21900
Audi A1,Compact,Black,0,85,Manual,"Alloy wheels,Touch screen,Voice Control",21890
Audi A1,Compact,White,10,85,Manual,"Alloy wheels,Voice Control",21880
Audi A1,Compact,Blue,3500,85,Manual,"Alloy wheels,Catalytic Converter,Voice Control",21880
Audi A1,Sedans,Black,10,85,Manual,Alloy wheels,21877
Audi A1,Compact,Black,0,85,Manual,"Alloy wheels,Voice Control",22490
Audi A1,Sedans,White,10,85,Manual,Alloy wheels,22000
Audi A1,Sedans,White,500,85,Manual,"Alloy wheels,Sport suspension,Touch screen,Voice Control",22000
Audi A1,Sedans,Black,10,85,Manual,Alloy wheels,22000
Audi A1,Sedans,Red,15,85,Manual,Alloy wheels,21990
Audi A1,Compact,White,3050,85,Manual,"Alloy wheels,Voice Control",21920
Audi A1,Compact,Green,3100,85,Manual,"Alloy wheels,Catalytic Converter",21900
Audi A1,Compact,White,1699,85,Manual,"Alloy wheels,Voice Control",21920
Audi A1,Compact,White,32,85,Manual,Alloy wheels,21900
Audi A1,Sedans,White,50,85,Manual,Alloy wheels,21900
Audi A1,Sedans,Red,50,85,Manual,Alloy wheels,21900
Audi A1,Other,White,0,85,Manual,"Alloy wheels,Voice Control",21850
Audi A1,Sedans,White,0,85,Manual,"Alloy wheels,Touch screen",21850
Audi A1,Compact,Grey,4000,85,Manual,"Alloy wheels,Touch screen,Voice Control",21800
Audi A1,Sedans,Black,10,85,Manual,Alloy wheels,21800
Audi A1,Sedans,Green,5000,85,Manual,Alloy wheels,21900
Audi A1,Sedans,Black,50,85,Manual,Alloy wheels,21800
Audi A1,Sedans,White,1,85,Manual,"Alloy wheels,Sport suspension,Touch screen",21800
Audi A1,Sedans,White,0,85,Manual,Alloy wheels,21800
Audi A1,Sedans,White,10,85,Manual,Alloy wheels,21789
Audi A1,Sedans,Grey,0,85,Manual,"Alloy wheels,Catalytic Converter,Sport package,Sport suspension,Voice Control",21750
Audi A1,Compact,Grey,3000,85,Manual,"Alloy wheels,Catalytic Converter,Sport seats,Sport suspension",21760
Audi A2,Off-Road,Grey,26166,85,Manual,Alloy wheels,28200
Audi A3,Convertible,Red,19800,85,Automatic,"Alloy wheels,Shift paddles",10893
Audi A3,Sedans,White,36792,85,Automatic,"Alloy wheels,Voice Control",13000
Audi A3,Sedans,Black,141147,85,Automatic,"Alloy wheels,Roof rack,Sport seats",15680
Audi A3,Compact,Black,35000,85,Automatic,Alloy wheels,16900
Audi A3,Sedans,Black,79999,85,Automatic,"Alloy wheels,Catalytic Converter",16490
Audi A3,Sedans,Grey,44000,85,Automatic,Alloy wheels,16900
Audi A3,Sedans,Black,36147,85,Automatic,Alloy wheels,16990
Audi A3,Sedans,Red,22978,85,Automatic,Alloy wheels,17490
Audi A3,Sedans,Grey,27155,85,Automatic,Alloy wheels,17690
Audi A3,Sedans,Black,67080,85,Automatic,Alloy wheels,17640
Audi A3,Sedans,White,42800,85,Automatic,Alloy wheels,17900
Audi A3,Sedans,Black,75000,85,Automatic,"Alloy wheels,Roof rack,Sport seats,Sport suspension",17950
Audi A3,Sedans,Blue,72288,85,Automatic,"Alloy wheels,Shift paddles",17930
Audi A3,Sedans,Silver,20300,85,Automatic,"Alloy wheels,Catalytic Converter",17930
Audi A3,Sedans,Black,106944,85,Automatic,"Alloy wheels,Trailer hitch",17900
Audi A3,Sedans,Red,70000,85,Automatic,"Alloy wheels,Sport package,Voice Control",17900
Audi A3,Sedans,Black,70000,85,Automatic,"Alloy wheels,Catalytic Converter,Handicapped enabled,Shift paddles,Sport package,Voice Control",18500
Audi A3,Sedans,Grey,158300,85,Automatic,"Alloy wheels,Catalytic Converter,Sport package,Sport seats",18500
Audi A3,Other,Black,70000,85,Automatic,Alloy wheels,18000
Audi A3,Sedans,Black,29477,85,Automatic,"Alloy wheels,Roof rack",18322
Audi A3,Sedans,White,47400,85,Automatic,Alloy wheels,18290
Audi A3,Sedans,White,91086,85,Automatic,"Alloy wheels,Roof rack,Sport package,Sport seats",18280
Audi A3,Sedans,White,52750,85,Automatic,"Alloy wheels,Cab or rented Car,Catalytic Converter,Roof rack,Sport seats,Sport suspension,Voice Control",18229
Audi A3,Sedans,Silver,43532,85,Automatic,"Alloy wheels,Sport package,Sport seats,Sport suspension",18222
Audi A3,Sedans,Grey,58000,85,Automatic,"Alloy wheels,Catalytic Converter,Ski bag,Voice Control",18200
Audi A3,Sedans,Grey,104000,85,Automatic,"Alloy wheels,Sport package,Sport seats,Sport suspension,Trailer hitch,Voice Control",18200
Audi A3,Sedans,Silver,80000,85,Automatic,Alloy wheels,18000
Audi A3,Sedans,Grey,42500,85,Automatic,Alloy wheels,18000
Audi A3,Sedans,Black,70000,85,Automatic,"Alloy wheels,Sport seats,Sport suspension",18000
Audi A3,Compact,Red,30529,85,Automatic,"Alloy wheels,Sport suspension,Voice Control",18000
Audi A3,Sedans,Black,120000,85,Automatic,"Alloy wheels,Voice Control",18000
Audi A3,Sedans,Black,80000,85,Automatic,Alloy wheels,18000
Audi A3,Sedans,Grey,68025,85,Automatic,Alloy wheels,18000
Audi A3,Sedans,Grey,121650,85,Automatic,"Alloy wheels,Sport package,Sport seats,Sport suspension",18460
Audi A3,Sedans,Black,61900,85,Automatic,"Alloy wheels,Catalytic Converter,Sport package,Sport seats,Sport suspension",18460
Audi A3,Sedans,Black,144000,85,Automatic,"Alloy wheels,Touch screen",18500
Audi A3,Sedans,Black,62000,85,Automatic,"Alloy wheels,Shift paddles,Winter tyres",18500
Audi A3,Sedans,White,99500,85,Automatic,Alloy wheels,18500
Audi A3,Station wagon,Silver,56000,85,Automatic,Alloy wheels,18500
Audi A3,Sedans,Silver,62015,85,Automatic,Alloy wheels,18500
Audi A3,Station wagon,Black,92000,85,Automatic,"Alloy wheels,Ski bag,Sport seats",18500
Audi A3,Compact,White,40000,85,Automatic,"Alloy wheels,Touch screen",18500
Audi A3,Sedans,Grey,58000,85,Automatic,"Alloy wheels,Voice Control",18450
Audi A3,Compact,Grey,66045,85,Automatic,Alloy wheels,18450
Audi A3,Sedans,Black,87750,85,Automatic,"Alloy wheels,Sport seats,Sport suspension",18450
Audi A3,Compact,Blue,122381,85,Automatic,"Alloy wheels,Sport seats,Sport suspension",18450
Audi A3,Sedans,Black,94538,85,Automatic,"Alloy wheels,Catalytic Converter",18415
Audi A3,Compact,Grey,56993,85,Automatic,Alloy wheels,18420
Audi A3,Sedans,Black,54067,85,Automatic,Alloy wheels,18444
Audi A3,Sedans,White,48000,85,Automatic,Sport seats,18400
Audi A3,Sedans,Black,69717,85,Automatic,Alloy wheels,18400
Audi A3,Sedans,Black,49000,85,Automatic,Alloy wheels,18390
Audi A3,Sedans,Black,69717,85,Automatic,Alloy wheels,18400
Audi A3,Sedans,Black,57193,85,Automatic,"Alloy wheels,Sport package,Sport seats",18380
Audi A3,Sedans,White,51957,85,Automatic,"Alloy wheels,Catalytic Converter,Trailer hitch",18376
Audi A3,Sedans,White,50000,85,Automatic,"Alloy wheels,Catalytic Converter",18360
Audi A3,Sedans,Grey,62851,85,Automatic,"Alloy wheels,Catalytic Converter,Sport package,Trailer hitch",18500
Audi A3,Sedans,Silver,37500,85,Automatic,"Alloy wheels,Voice Control",18499
Audi A3,Sedans,Brown,98000,85,Automatic,"Alloy wheels,Catalytic Converter,Sport package,Sport suspension,Voice Control",18499
Audi A3,Compact,White,39660,85,Automatic,Alloy wheels,18495
Audi A3,Station wagon,Grey,16000,85,Automatic,"Alloy wheels,Roof rack,Trailer hitch,Voice Control",18490
Audi A3,Sedans,Black,36000,85,Automatic,"Alloy wheels,Handicapped enabled,Sport package,Sport seats,Sport suspension,Touch screen,Voice Control",18490
Audi A3,Station wagon,White,50000,85,Automatic,Alloy wheels,18490
Audi A3,Sedans,Grey,120522,85,Automatic,"Alloy wheels,Catalytic Converter,Roof rack,Sport package,Sport seats,Touch screen,Trailer hitch,Voice Control",18490
Audi A3,Sedans,Silver,54250,85,Automatic,"Alloy wheels,Catalytic Converter",18490
Audi A3,Sedans,White,46776,85,Automatic,"Alloy wheels,Roof rack,Sport package",18339
Audi A3,Coupe,Silver,23080,85,Automatic,"Alloy wheels,Sport suspension,Voice Control",18000
Audi A3,Sedans,Black,81000,85,Automatic,"Alloy wheels,Shift paddles",18000
Audi A3,Sedans,Brown,29140,85,Automatic,"Alloy wheels,Catalytic Converter",18480
Audi A3,Compact,Black,45573,85,Automatic,"Alloy wheels,Sport suspension,Voice Control",18000
Audi A3,Compact,Grey,50134,85,Automatic,"Alloy wheels,Sport suspension,Voice Control",18000
Audi A3,Sedans,White,80000,85,Automatic,Alloy wheels,18000
Audi A3,Sedans,Black,40250,85,Automatic,"Alloy wheels,Catalytic Converter,Sport suspension,Voice Control",17999
Audi A3,Station wagon,Black,69734,85,Automatic,"Alloy wheels,Roof rack,Sport package,Sport seats,Sport suspension,Touch screen,Voice Control",17999
Audi A3,Sedans,Black,86800,85,Automatic,"Alloy wheels,Roof rack,Sport package,Sport seats,Sport suspension,Voice Control",17990
Audi A3,Compact,Silver,31900,85,Automatic,"Alloy wheels,Sport seats,Sport suspension",17990
Audi A3,Sedans,Black,97550,85,Automatic,Alloy wheels,17990
Audi A3,Sedans,Silver,60500,85,Automatic,"Alloy wheels,Cab or rented Car,Sport seats,Sport suspension",17990
Audi A3,Sedans,Black,85449,85,Automatic,"Alloy wheels,Catalytic Converter",17990
Audi A3,Sedans,Black,30000,85,Automatic,Alloy wheels,17980
Audi A3,Sedans,Black,34491,85,Automatic,"Alloy wheels,Sport package",17980
Audi A3,Station wagon,Silver,80650,85,Automatic,"Alloy wheels,Catalytic Converter,Sport package",17980
Audi A3,Compact,White,78939,85,Automatic,Alloy wheels,17969
Audi A3,Sedans,Grey,85325,85,Automatic,"Alloy wheels,Sport seats,Sport suspension,Voice Control",17965
Audi A3,Sedans,Black,81791,85,Automatic,"Alloy wheels,Sport seats,Sport suspension",17960
Audi A3,Sedans,Black,79000,85,Automatic,"Alloy wheels,Roof rack,Sport seats,Voice Control,Winter tyres",17900
Audi A3,Station wagon,Black,63700,85,Automatic,Voice Control,17900
Audi A3,Compact,Grey,120121,85,Automatic,Alloy wheels,17950
Audi A3,Compact,Black,110812,85,Automatic,Alloy wheels,17900
Audi A3,Station wagon,Silver,27600,85,Automatic,Alloy wheels,17900
Audi A3,Compact,Grey,90000,85,Automatic,Alloy wheels,17490
Audi A3,Sedans,Silver,61765,85,Automatic,"Alloy wheels,Roof rack,Sport seats",17480
Audi A3,Sedans,Black,97000,85,Automatic,Alloy wheels,17470
Audi A3,Sedans,Silver,99000,85,Automatic,Alloy wheels,17470
Audi A3,Sedans,Black,72000,85,Automatic,"Alloy wheels,Shift paddles,Ski bag,Sport package,Touch screen,Trailer hitch,Voice Control",17450
Audi A3,Sedans,Grey,33000,85,Automatic,"Alloy wheels,Catalytic Converter,Handicapped enabled,Voice Control",17450
Audi A3,Sedans,Black,80815,85,Automatic,Alloy wheels,17444
Audi A3,Compact,Black,108435,85,Automatic,Alloy wheels,17444
Audi A3,Sedans,Black,43250,85,Automatic,Alloy wheels,17440
Audi A3,Sedans,Silver,100600,85,Automatic,"Alloy wheels,Catalytic Converter,Sport package,Sport seats",17410
Audi A3,Sedans,White,80049,85,Automatic,"Alloy wheels,Catalytic Converter,Sport seats,Sport suspension",17400
Audi A3,Sedans,Black,61109,85,Automatic,"Alloy wheels,Trailer hitch",17389
Audi A3,Sedans,Red,108300,85,Automatic,Alloy wheels,17300
Audi A3,Sedans,Black,83954,85,Automatic,Alloy wheels,17440
Audi A3,Sedans,White,161205,85,Automatic,"Alloy wheels,Roof rack,Sport package,Sport seats",17380
Audi A3,Sedans,Black,101614,85,Automatic,"Alloy wheels,Catalytic Converter",17380
Audi A3,Sedans,Black,59000,85,Automatic,"Alloy wheels,Trailer hitch",17300
Audi A3,Sedans,Grey,68933,85,Automatic,"Alloy wheels,Sport seats",17900
Audi A3,Sedans,White,35755,85,Automatic,"Alloy wheels,Roof rack,Voice Control",17900
Audi A3,Compact,White,76000,85,Automatic,Alloy wheels,17900
Audi A3,Sedans,Silver,89325,85,Automatic,"Alloy wheels,Roof rack,Sport package,Sport seats,Sport suspension",17900
Audi A3,Compact,White,76000,85,Automatic,"Alloy wheels,Voice Control",17900
Audi A3,Sedans,Grey,47812,85,Automatic,Alloy wheels,17900
Audi A3,Sedans,White,84000,85,Automatic,"Alloy wheels,Shift paddles,Voice Control",17900
Audi A3,Compact,Black,94836,85,Automatic,Alloy wheels,17899
Audi A3,Sedans,White,115137,85,Automatic,"Alloy wheels,Sport seats,Sport suspension",17900
Audi A3,Compact,Black,75201,85,Automatic,Alloy wheels,17894
Audi A3,Sedans,White,73484,85,Automatic,"Alloy wheels,Sport seats,Sport suspension,Trailer hitch,Winter tyres",17200
Audi A3,Sedans,Silver,94375,85,Automatic,"Sport seats,Sport suspension",17895
Audi A3,Sedans,Blue,96217,85,Automatic,"Alloy wheels,Catalytic Converter,Sport seats,Sport suspension,Voice Control",17890
Audi A3,Sedans,White,43689,85,Automatic,"Roof rack,Shift paddles,Trailer hitch",17890
Audi A3,Sedans,Black,44000,85,Automatic,"Alloy wheels,Trailer hitch",17890
Audi A3,Sedans,Black,52213,85,Automatic,"Alloy wheels,Catalytic Converter",17890
Audi A3,Sedans,Blue,90089,85,Automatic,Alloy wheels,17890
Audi A3,Sedans,Grey,59147,85,Automatic,Alloy wheels,17890
Audi A3,Sedans,Black,104146,85,Automatic,"Alloy wheels,Sport package,Sport seats,Sport suspension",17888
Audi A3,Sedans,Black,97100,85,Automatic,Sport suspension,17880
Audi A3,Station wagon,White,80504,85,Automatic,"Alloy wheels,Sport package,Sport seats,Sport suspension",17880
Audi A3,Sedans,Silver,62073,85,Automatic,"Alloy wheels,Catalytic Converter,Sport package",17880
Audi A3,Sedans,White,122000,85,Automatic,"Alloy wheels,Voice Control",17800
Audi A3,Sedans,White,39000,85,Automatic,"Alloy wheels,Trailer hitch,Voice Control",17800
Audi A3,Sedans,White,62250,85,Automatic,Alloy wheels,17800
Audi A3,Station wagon,Grey,123750,85,Automatic,"Alloy wheels,Shift paddles,Sport package,Sport seats,Touch screen",17790
Audi A3,Sedans,Black,92600,85,Automatic,"Alloy wheels,Sport seats",17789
Audi A3,Sedans,Grey,86920,85,Automatic,"Alloy wheels,Catalytic Converter",17740
Audi A3,Sedans,Grey,27155,85,Automatic,Alloy wheels,17690
Audi A3,Sedans,White,57000,85,Automatic,Alloy wheels,17600
Audi A3,Sedans,Black,67080,85,Automatic,Alloy wheels,17640
Audi A3,Sedans,White,53522,85,Automatic,Alloy wheels,17600
Audi A3,Sedans,Black,86600,85,Automatic,"Alloy wheels,Catalytic Converter,Sport package",17580
Audi A3,Sedans,Black,60000,85,Automatic,Alloy wheels,17550
Audi A3,Station wagon,Grey,31350,85,Automatic,"Alloy wheels,Roof rack",17500
