age,income,pto_days,vacation
44,14912,7,0
43,13143,1,0
48,12624,0,0
50,38467,0,1
53,32999,4,0
48,38778,0,0
18,59000,4,1
28,37212,0,0
52,73489,7,0
20,14523,0,0
35,24351,2,0
42,68445,2,1
72,72000,7,1
22,54000,7,0
48,8871,3,0
58,33271,1,0
22,32467,5,1
63,28896,3,0
70,36342,3,0
71,151643,10,1
55,39557,5,0
65,68333,4,1
66,32778,9,0
29,56413,3,0
61,46778,3,1
29,32333,4,1
53,85881,5,0
54,113000,4,1
60,2982,1,0
30,8884,0,0
26,9012,2,0
22,87335,4,0
37,49000,9,1
51,12403,0,0
53,88876,6,0
35,30035,2,0
64,51000,5,1
62,37500,0,0
44,93087,0,0
21,53802,2,0
70,66333,8,1
72,35327,0,0
52,61000,4,0
73,57576,1,0
66,92305,7,0
31,81100,8,0
56,1906,7,0
23,20436,0,0
31,30394,2,0
28,18445,2,0
58,53333,7,0
50,15445,4,0
49,94000,10,0
26,80304,1,0
37,46254,0,0
49,20303,5,0
39,63160,8,0
26,57386,0,0
45,68650,1,0
75,48769,1,0
44,68000,5,1
64,32988,0,0
35,61376,2,0
23,65000,7,1
33,23445,5,0
45,36471,2,0
39,68000,7,1
45,204568,3,0
16,10912,0,0
50,95975,8,0
24,29177,3,0
35,47815,5,0
38,101000,9,1
58,25536,7,0
60,0,0,0
23,39137,1,0
32,85931,7,0
41,761,2,0
21,53000,9,0
31,21944,2,0
33,10000,9,0
20,62000,6,1
32,36000,4,0
75,44375,3,0
47,100000,10,1
54,90906,0,0
65,90508,6,0
59,64000,4,0
20,13048,1,0
35,1088,0,0
40,6683,7,0
16,59800,5,1
58,34800,7,0
40,99909,5,0
20,58000,1,1
58,53000,4,0
58,34665,3,0
42,54778,3,1
29,43467,5,1
60,88181,3,0
75,42522,3,0
29,55580,0,0
31,11725,0,0
59,98463,0,0
39,25445,0,0
65,55333,8,0
40,244157,8,1
41,7794,2,0
25,38077,0,0
40,47852,6,0
59,44176,0,0
50,5531,2,0
27,78894,5,0
20,4164,2,0
53,49333,5,0
31,44099,0,0
18,9445,0,0
30,89240,3,0
19,333,2,0
54,67954,2,0
31,34778,3,0
71,94676,4,0
22,58477,4,0
33,15052,0,0
41,50239,6,0
71,41467,2,1
34,10759,0,0
71,54069,2,0
35,51000,12,1
36,105891,6,1
27,69778,5,1
41,89188,2,0
44,83772,1,0
54,109000,0,1
50,41784,6,0
34,31726,2,0
28,11309,2,0
62,95116,0,0
49,99740,6,0
63,53467,2,1
22,11000,2,0
66,5258,4,0
28,8850,2,0
40,54467,3,1
41,39000,1,0
29,333,2,0
33,11487,0,0
38,103445,8,1
71,64912,0,1
58,50998,7,0
30,69000,3,1
31,10034,0,0
37,92269,2,0
68,64445,0,1
56,48000,3,1
42,37231,5,0
34,48333,12,1
51,78333,11,1
27,52800,0,0
25,333,2,0
63,194786,8,1
65,30333,12,0
66,88192,6,0
56,132020,6,1
30,64786,3,0
36,16480,2,0
60,105212,9,1
19,34947,0,0
21,8709,3,0
64,333,2,0
18,19912,0,0
27,69000,3,0
35,54088,4,0
31,105425,1,0
71,18117,2,0
18,55445,7,0
35,17354,2,0
28,62786,5,0
55,69445,6,1
62,226131,9,1
34,15567,0,0
66,99739,5,0
20,161694,8,1
51,98307,4,0
51,14000,8,0
19,3800,0,0
25,25947,4,0
67,61000,9,1
65,89445,3,1
51,84339,0,0
75,45333,6,1
70,99824,6,0
23,37186,0,0
33,90206,3,0
43,37111,1,0
54,57000,4,1
26,68000,4,1
27,298000,9,1
50,14467,5,0
53,72297,5,0
50,61912,1,0
71,73081,0,0
27,3653,0,0
56,91636,6,0
56,8669,4,0
52,0,0,0
58,86764,4,0
57,10800,2,0
69,32333,5,1
66,42777,8,0
32,20648,3,0
42,26333,4,1
32,17106,0,0
38,135583,4,1
64,67445,4,0
18,15666,3,0
25,12269,3,0
53,63896,0,0
18,35149,0,0
27,27948,0,0
70,70445,0,1
20,14445,3,0
31,3261,2,0
61,194231,5,1
52,1030,0,0
60,57697,1,0
64,51333,8,1
52,64417,9,1
32,35912,0,0
36,86571,6,0
25,66931,3,0
67,62000,4,1
21,26912,0,1
28,555,0,0
34,34000,1,0
47,64802,2,0
49,26691,5,0
65,55974,3,0
56,74333,3,0
27,21445,0,0
33,24333,3,0
53,81285,5,0
58,46000,3,1
27,9540,0,0
24,18800,2,0
26,25995,2,0
32,28092,4,0
35,84388,2,0
41,70000,9,1
57,25857,0,0
20,3000,0,0
64,159642,9,1
67,158329,5,1
60,48383,7,0
27,80014,4,0
32,11715,5,0
53,49801,4,0
60,72054,1,0
44,55333,6,1
24,66598,1,0
28,44445,6,1
31,21859,0,0
67,89658,10,1
23,5778,0,0
27,28196,6,0
69,92778,6,1
61,79000,3,0
59,162311,12,1
27,8517,0,0
60,115333,4,1
41,14333,11,0
24,4888,0,0
65,12333,2,0
69,41000,5,1
55,19000,8,0
51,60778,3,0
47,45560,4,0
21,3527,2,0
23,1662,0,0
22,74593,5,0
69,186214,7,1
25,22325,5,0
46,76859,11,1
56,98298,6,0
58,41532,3,0
23,27819,0,0
56,247421,6,1
31,5695,4,0
27,81412,3,0
53,113422,12,1
28,0,0,0
35,7837,5,0
32,99029,2,0
59,96201,5,0
26,19214,3,0
19,67156,1,0
52,136246,5,1
61,234448,5,1
69,18802,6,0
35,22749,5,0
34,151,6,0
61,225909,8,1
69,3418,3,0
45,38912,0,0
67,60427,6,0
48,209974,9,1
55,207365,12,1
36,14355,2,0
39,56943,8,0
64,42912,2,1
59,25000,7,0
52,71392,4,0
23,28445,0,1
62,63771,2,0
65,65540,8,0
28,54617,3,0
20,19908,0,0
24,7000,0,0
54,47827,0,0
52,12764,5,0
67,33000,5,1
69,91467,3,1
75,63412,3,0
45,246090,9,1
41,50680,0,0
23,25680,0,0
67,36628,0,0
68,122383,5,1
49,43971,3,0
24,82650,4,0
47,210789,9,1
46,65313,3,0
30,45000,9,1
46,54000,5,0
23,8941,5,0
40,86581,8,1
20,3000,2,0
65,67333,4,1
35,11092,2,0
38,133551,7,0
48,81351,4,0
70,93333,10,1
40,178787,8,1
61,44731,3,0
55,95080,5,0
25,22135,0,0
65,17598,0,0
72,32715,4,0
58,555,0,0
23,15333,8,0
52,38778,0,1
66,84151,0,0
47,149294,12,1
30,66625,7,0
60,137706,5,1
40,160888,8,1
76,84210,4,0
60,11174,6,0
63,92408,5,0
36,159339,7,1
30,34800,5,0
39,180795,9,1
61,9230,1,0
43,37303,0,0
24,34363,2,0
61,114333,3,1
34,82937,1,0
50,98137,6,0
23,58445,0,1
29,2706,0,0
36,15800,12,0
32,28194,0,0
61,54118,3,0
37,62941,1,0
72,64000,0,1
59,45611,1,0
71,50655,2,0
64,30000,4,1
27,11445,0,0
49,74000,8,1
52,98301,7,1
61,27778,7,0
21,55996,7,0
48,73800,5,0
59,99812,3,0
75,83877,2,0
54,59188,3,0
32,37445,3,0
59,81577,10,1
41,39000,1,0
39,102778,9,1
58,197182,10,1
20,5333,3,0
44,32084,1,0
64,160850,9,1
68,64016,0,0
40,59656,0,0
20,26137,5,0
34,107769,3,1
51,187111,12,1
57,53000,5,0
35,24333,2,0
63,40349,12,1
29,20445,0,0
25,29750,3,0
54,44052,5,0
47,52879,0,0
31,56179,5,0
75,34408,3,0
25,16717,0,0
33,300800,9,1
39,26445,0,0
45,68008,2,0
36,34000,4,1
26,69445,3,1
53,73445,0,0
47,246645,12,1
70,0,0,0
26,57333,10,0
39,28000,5,1
49,255333,12,1
71,66492,1,0
54,43000,5,1
47,12000,9,0
68,12933,0,0
47,208235,12,1
39,67000,7,1
27,9806,2,0
41,3333,4,0
73,84948,8,0
23,1088,0,0
55,110445,0,1
71,24963,1,0
23,33052,0,0
24,89793,5,0
30,22486,3,0
22,38039,0,0
59,137484,4,1
36,52148,0,0
50,174415,11,1
57,333,2,0
42,44473,4,0
67,64000,4,1
53,57751,2,0
25,60467,1,1
56,1333,2,0
63,72086,6,0
28,77000,7,0
48,21289,4,0
66,93291,5,1
30,71000,4,0
56,47467,7,1
48,205101,4,0
53,16912,0,0
55,71000,12,1
57,89606,0,0
36,51957,3,0
38,25800,8,0
72,65333,5,1
71,97752,4,0
40,53757,0,0
47,18200,5,0
38,81485,2,0
47,37778,0,0
26,2070,0,0
23,27026,0,0
35,24000,8,0
28,59000,9,0
69,33467,8,0
46,53000,5,0
72,59000,5,1
27,5391,6,0
46,38800,3,0
58,76760,0,0
29,25961,0,0
71,69000,5,0
21,58333,3,1
22,52017,7,0
42,23778,2,0
20,47742,4,0
68,92778,7,1
55,0,0,0
30,4872,2,0
57,555,0,0
23,25107,0,0
29,60108,0,0
72,88042,0,0
36,246250,6,1
30,8969,2,0
44,40845,4,0
47,104333,10,1
64,55000,6,0
78,69333,4,1
58,77000,2,1
49,39000,1,0
73,36223,0,0
51,60769,5,0
48,1088,0,0
32,32036,3,0
59,60294,6,0
37,51467,9,1
51,186117,6,1
23,58000,11,0
41,25941,4,0
64,58304,4,0
58,60464,3,0
48,72445,0,0
21,70082,0,0
18,0,0,0
51,94333,11,0
57,61000,2,0
39,41333,7,0
46,39767,3,0
39,34368,4,0
63,4000,0,0
33,31762,2,0
31,9969,3,0
36,80877,8,0
61,201852,8,1
48,119368,3,1
60,10968,5,0
45,57735,2,0
44,160124,8,1
55,48797,1,0
40,67858,2,0
57,46000,6,1
63,188517,7,0
42,37859,0,0
28,101779,3,0
21,57000,1,1
62,164444,5,1
55,50000,3,0
44,45000,4,0
41,45445,2,0
37,79160,3,0
39,48499,4,0
31,79000,8,0
66,31445,0,1
53,39002,2,0
29,14867,4,0
39,39859,1,0
44,61036,0,0
43,9832,4,0
49,57999,0,0
21,53000,9,0
45,72912,0,0
35,97912,2,1
20,11778,0,0
23,19389,0,0
18,87899,0,0
58,76000,2,0
47,33207,1,0
29,68445,0,1
70,189048,12,1
68,188493,9,1
46,14467,10,0
47,38101,5,0
62,6461,6,0
55,7112,6,0
60,5906,3,0
22,8333,5,0
52,48000,2,0
40,23467,2,0
23,89911,4,0
25,76775,0,0
21,11910,5,0
65,95742,4,0
68,12103,3,0
70,0,0,0
75,21320,6,0
62,35787,5,0
59,18333,3,0
27,67333,6,1
48,92797,6,1
28,82174,1,0
30,35388,2,0
68,112538,7,1
36,90928,11,1
70,2123,2,0
60,48000,7,1
43,25459,1,0
42,43333,5,0
54,69884,4,0
56,216446,4,1
62,49112,1,0
64,78337,2,0
59,50467,8,1
24,27604,4,0
58,23000,6,0
62,10333,2,0
73,91333,6,1
47,65445,7,1
40,77938,4,0
41,0,0,0
54,16333,8,0
20,52128,4,0
26,83522,1,0
61,94211,0,0
38,11000,7,0
35,17149,0,0
25,40068,6,0
71,74033,5,0
32,32991,2,0
50,20104,4,0
25,28774,2,0
69,62000,0,1
73,85556,0,0
67,29079,3,0
40,100467,6,1
49,47000,2,0
62,36767,7,0
59,210527,12,1
54,121000,8,1
55,58306,5,0
29,333,2,0
35,59456,7,0
42,91000,10,0
28,6547,2,0
49,42635,8,1
30,72000,4,0
23,21958,2,0
22,9778,0,0
38,116521,12,1
54,75095,2,0
21,18775,0,0
41,28467,3,0
27,69744,6,1
55,125204,8,1
59,36000,6,0
47,76543,2,0
61,44452,0,0
60,51467,2,1
56,21445,3,0
21,26577,0,0
46,130232,12,1
22,15000,6,0
51,89136,0,0
33,47993,3,0
21,19881,0,0
40,25602,3,0
37,159672,9,1
63,47333,6,1
25,93627,6,0
52,18744,2,0
48,14445,7,0
33,44942,0,0
29,56034,4,0
39,71212,4,0
57,54689,3,0
33,50570,3,0
70,34470,6,0
37,164345,8,1
30,20381,0,0
21,4697,0,0
70,206594,12,1
62,74496,6,0
48,27735,7,0
59,148154,5,1
61,64815,10,1
34,86214,3,0
58,12000,2,0
39,42800,7,0
45,37445,0,0
31,14497,0,0
32,44000,6,1
25,56773,2,0
45,52580,12,1
59,48383,5,0
69,59198,4,0
53,216459,5,1
45,99389,4,0
73,97952,3,0
38,101000,9,1
49,2414,3,0
39,40000,4,0
49,59467,3,0
48,81228,0,0
68,65778,5,1
23,48275,5,0
68,9205,4,0
58,33296,8,0
54,103361,10,1
60,56000,6,0
69,148733,8,1
68,87702,2,0
50,59562,2,0
25,20800,10,0
57,45000,6,1
44,85823,0,0
61,35198,4,0
45,165710,12,1
46,144339,8,1
41,104333,12,1
54,69108,0,0
60,44398,1,0
38,48729,12,1
25,9778,1,0
48,39807,5,0
17,56973,4,0
37,34333,6,1
32,58980,0,0
44,36445,0,0
70,112939,7,0
36,65252,3,0
53,64750,11,1
72,17714,1,0
49,98903,1,0
58,34445,2,0
31,153214,8,0
19,59333,6,1
23,14539,2,0
30,80767,6,0
58,243237,3,1
56,114467,1,1
47,33731,5,0
65,96004,5,0
37,48748,5,0
56,25910,7,0
70,31000,7,0
37,0,0,0
60,41169,2,0
69,52000,3,1
58,122000,7,1
46,96371,0,0
60,41480,3,0
25,27996,2,0
44,13365,2,0
71,94706,1,0
19,55441,4,0
46,65686,5,0
59,11000,1,0
47,151886,9,1
69,72906,6,0
61,88159,1,0
42,64956,4,0
41,49467,2,0
20,10995,0,0
47,98348,0,0
50,41999,6,0
58,47800,8,1
31,1388,0,0
62,238093,8,1
45,82195,3,1
39,102445,7,1
28,61310,4,0
57,33000,4,0
68,97739,4,0
59,63913,8,1
54,73937,11,1
19,77557,2,0
24,1995,2,0
66,194051,12,1
26,17774,0,0
45,135011,5,0
67,43199,8,0
53,155284,10,1
62,57445,5,1
57,112000,0,1
68,106817,8,1
62,99985,6,1
60,36000,5,0
37,86048,7,1
47,167016,8,1
28,300778,9,1
60,17319,6,0
49,103000,12,1
69,44000,6,1
48,48467,3,0
50,65000,9,1
22,8573,4,0
70,87343,2,0
61,54080,4,0
75,82927,4,0
53,35298,3,0
62,28333,5,1
24,31960,0,0
20,73845,5,0
60,97781,4,0
42,91080,2,0
45,136272,11,0
37,103672,5,1
67,28000,6,0
52,92441,4,0
23,71000,8,1
56,41000,0,1
60,190785,7,1
17,46817,2,0
41,38394,1,0
45,40431,6,0
42,90000,10,0
62,88196,12,1
59,778,0,0
67,37039,3,0
51,28774,0,0
67,70778,8,0
72,54402,4,0
72,61800,8,1
37,122254,8,1
26,20000,1,0
28,3258,0,0
40,307000,11,1
29,34175,3,0
28,71000,6,1
29,34467,3,0
52,68439,6,1
63,10694,3,0
72,76539,0,0
62,3070,1,0
21,18000,1,0
19,21693,0,0
30,21778,0,0
70,73000,10,1
41,78271,6,0
52,168104,12,1
39,2755,0,0
39,6103,0,0
65,30333,6,1
41,154510,6,1
43,19494,6,0
31,46333,11,1
65,220022,8,1
29,32985,2,0
41,16916,3,0
23,6577,3,0
37,3370,2,0
27,10462,7,0
39,28237,1,0
54,44467,5,1
53,113373,5,1
24,9614,0,0
29,29640,5,0
62,62154,8,0
70,14807,6,0
62,333,2,0
71,35000,4,1
44,17333,12,0
25,67778,3,1
36,27181,0,0
65,68430,0,0
73,60347,3,0
44,88317,9,1
45,27000,5,0
28,152681,7,0
52,49000,3,0
40,71966,10,1
28,98214,0,0
29,22099,0,0
59,0,0,0
44,50000,3,0
32,3588,8,0
33,75333,8,0
52,13000,7,0
57,78333,7,0
25,81204,6,0
21,56333,12,0
35,37802,5,0
45,96641,8,1
26,56333,10,0
25,14918,0,0
54,105083,10,1
70,37340,5,0
48,95420,5,0
60,87345,1,0
20,72257,3,0
27,24993,0,0
26,18128,4,0
68,54333,5,1
41,555,0,0
62,91057,0,0
46,14812,4,0
26,6414,0,0
34,302000,9,1
64,49667,4,0
72,61000,7,1
31,22445,1,0
51,54000,3,0
36,92032,6,0
32,25504,1,0
49,99000,7,0
47,38260,3,0
68,94383,0,0
56,200214,7,1
58,182890,10,1
35,50536,2,0
50,33999,0,0
54,82778,9,0
76,4147,4,0
22,57333,3,1
41,67467,4,1
42,201708,11,1
62,5000,2,0
33,86153,8,0
49,11876,0,0
50,39333,3,0
73,88279,5,0
37,81263,1,0
53,95880,3,0
51,16445,0,0
68,65870,12,1
55,70644,5,0
46,121281,9,1
29,66333,3,1
21,67778,4,1
24,78361,4,0
27,73000,8,1
39,23245,1,0
52,112800,5,1
56,2800,2,0
64,21605,6,0
68,16283,7,0
62,59445,0,1
64,0,0,0
65,1088,0,0
50,75905,5,0
60,99430,3,1
59,48445,1,1
47,254778,9,1
23,46716,5,0
39,24333,4,0
28,66000,5,1
15,16046,0,0
18,43055,5,0
27,29445,1,1
52,60000,4,0
47,97554,6,0
47,53000,4,0
21,7871,7,0
57,123000,9,1
45,30276,3,0
55,73091,6,0
25,57321,0,0
28,555,0,0
66,117384,4,1
73,64000,2,1
37,54989,5,0
67,46312,6,0
73,54164,4,0
45,160457,10,1
57,49000,0,0
51,114837,8,1
62,234670,6,1
57,87575,4,0
47,4046,6,0
73,32693,2,0
68,85328,4,1
43,73912,3,1
53,77000,5,0
48,62570,3,0
26,61333,12,0
35,14597,1,0
48,34505,0,0
50,0,0,0
69,37183,3,0
23,58333,12,0
63,0,0,0
27,15783,2,0
61,91762,5,0
70,62333,2,1
58,11000,2,0
49,16000,10,0
55,230232,5,1
76,50786,6,0
64,108162,10,1
58,53333,7,0
63,82535,1,0
28,70000,6,1
44,103800,9,1
23,71000,8,1
30,5176,3,0
38,34763,3,0
47,10445,3,0
21,57000,1,1
60,11684,8,0
21,28731,2,0
65,185018,9,1
35,36333,9,1
46,58000,5,1
60,333,2,0
43,53800,2,1
72,57271,1,0
23,15333,8,0
64,87637,3,0
23,18467,0,0
59,126000,11,1
56,69498,2,1
65,62445,0,1
40,12407,4,0
56,64100,9,0
23,59590,2,0
49,49800,5,0
46,49343,11,1
22,0,0,0
63,202643,7,1
66,63778,3,1
28,16000,2,0
34,29,0,0
56,10467,0,0
23,38017,0,0
71,40333,6,1
65,64000,3,0
42,88862,0,0
26,32515,3,0
28,75816,3,0
62,8696,6,0
25,20333,4,0
48,101333,12,1
49,105800,12,1
34,13398,1,0
43,15046,4,0
36,5836,1,0
34,16785,2,0
20,21326,0,0
57,13391,0,0
25,56000,8,0
45,41178,6,0
31,34000,3,1
70,28790,3,0
67,64927,2,0
20,18255,0,0
54,954,4,0
47,102445,9,1
36,46333,9,1
59,22000,5,0
54,16000,9,0
31,16429,2,0
38,51083,0,0
23,27467,2,1
45,54000,1,1
70,67445,0,1
56,5931,3,0
29,66803,4,0
42,8127,4,0
62,124000,7,1
64,40682,12,1
37,13245,6,0
47,18858,6,0
48,2081,1,0
63,1733,2,0
68,62107,0,0
56,117301,10,0
42,37778,3,0
55,114767,5,1
57,111000,0,1
65,57778,7,0
58,30355,5,0
66,3766,2,0
26,29467,3,1
33,80412,0,0
68,222,0,0
35,80035,2,0
41,26502,3,0
32,49446,6,0
28,7864,2,0
51,38800,2,1
48,39969,1,0
23,56000,0,1
70,41526,3,0
51,80445,7,1
21,57000,3,1
29,100169,7,0
72,20927,5,0
74,42000,3,1
71,53087,6,0
32,6022,0,0
68,152630,6,1
68,99269,3,0
58,16000,4,0
49,48467,2,0
71,333,2,0
21,35502,2,0
52,15445,5,0
50,58778,2,1
20,16607,0,0
72,64000,2,1
33,205152,7,0
24,21000,2,0
64,96203,10,1
27,43105,0,0
31,88176,4,0
60,9139,2,0
19,71467,5,1
73,72699,7,0
27,23333,6,0
68,191473,8,1
21,77912,6,0
42,159217,12,0
56,20000,4,0
27,48930,5,0
30,31229,2,0
21,333,2,0
27,53401,0,0
32,69333,4,1
47,48333,8,0
31,163740,1,0
26,11911,0,0
67,68333,9,0
25,33000,6,1
30,77863,3,0
63,191318,8,1
46,63191,5,0
70,91217,4,0
70,83973,0,0
64,32445,3,1
34,52220,3,0
23,19239,2,0
39,1339,1,0
34,85000,7,0
42,140120,7,1
28,69210,4,0
49,67467,10,1
63,124429,10,1
75,10341,4,0
35,64683,4,0
33,43821,0,0
38,6101,6,0
29,25112,0,0
60,36333,8,0
33,5036,0,0
58,13467,2,0
45,48417,7,0
66,65467,1,1
23,60445,0,0
21,17445,0,0
50,18733,6,0
31,84102,4,0
70,60800,8,1
62,84017,4,0
37,67445,4,1
69,95627,4,0
58,42772,1,0
27,26352,0,0
37,23849,0,0
22,21442,0,0
62,36370,5,0
31,52077,0,0
26,95,2,0
26,10169,0,0
72,71333,4,1
67,69912,0,1
53,75000,4,0
59,87622,0,0
51,77900,0,0
50,76703,3,0
70,86051,0,0
30,4539,0,0
62,87847,2,0
67,67445,1,1
48,39000,2,0
30,19958,5,0
30,24014,2,0
45,229202,12,1
44,56333,6,1
42,6935,8,0
67,15950,5,0
40,232305,12,1
56,78959,2,0
49,236068,12,1
32,34894,2,0
54,196901,6,1
29,10506,2,0
54,120000,8,1
48,21127,3,0
20,7538,5,0
47,42024,0,0
48,70437,2,0
44,84191,12,1
59,130441,7,1
41,43000,6,0
44,104778,8,1
28,26840,0,0
61,45897,4,0
34,555,0,0
42,14333,10,0
31,92770,1,0
61,19594,6,0
73,93774,0,0
43,88966,8,0
19,22122,0,0
28,7834,0,0
69,70333,10,1
20,15018,2,0
69,66074,1,0
29,52876,2,0
52,55318,12,1
68,38333,5,1
57,57445,2,1
24,60000,2,1
29,17529,1,0
62,100078,5,1
24,8467,0,0
34,37257,5,0
33,9772,2,0
18,55445,7,0
47,100000,10,1
62,44674,0,0
30,21611,0,0
44,245288,8,0
39,34445,0,0
65,12333,2,0
21,7778,1,0
33,195284,4,1
30,4934,0,0
67,44293,5,0
46,11343,0,0
61,43305,2,0
58,2872,4,0
63,66345,2,0
40,77149,3,0
43,86168,1,0
58,178849,11,1
56,68445,5,1
22,4333,0,0
45,11774,0,0
29,59333,11,0
43,235388,10,0
59,9778,1,0
20,8000,0,0
42,41445,0,0
46,93629,3,0
30,6691,0,0
43,4979,6,0
32,94691,1,0
23,25513,0,0
47,94414,1,0
26,7465,8,0
30,0,0,0
35,52685,2,0
51,111000,3,1
61,61861,10,1
56,66209,8,0
51,55525,1,0
69,51996,2,0
34,24000,0,0
26,12326,0,0
23,234161,3,0
72,10613,2,0
70,45445,4,1
63,6238,1,0
28,18182,0,0
29,238142,8,0
50,45595,2,0
57,238019,7,1
52,67590,0,0
38,23282,6,0
64,47333,3,1
54,61378,8,1
34,129375,6,0
67,248060,12,1
52,111470,8,1
52,104546,12,1
21,15402,0,0
66,95367,8,0
57,150321,12,1
35,2874,3,0
28,29778,3,1
56,102175,5,1
45,78532,4,0
50,220152,3,1
30,31333,6,1
62,32245,4,1
59,132553,7,1
33,10589,0,0
21,73000,7,0
71,85602,3,0
50,59800,5,0
29,8824,3,0
19,58724,0,0
44,93000,12,0
38,60278,0,0
60,161527,9,1
29,73467,5,0
60,96308,11,1
62,49640,8,1
69,66333,6,0
32,14941,2,0
27,12244,2,0
68,247570,5,1
70,107974,10,1
73,47710,2,0
56,123000,10,1
38,145,2,0
60,117647,4,1
47,21771,3,0
57,8333,2,0
55,12836,0,0
58,48445,2,1
65,37445,0,1
46,72000,7,1
19,20316,0,0
62,58063,0,0
69,45467,6,1
33,28160,2,0
66,43960,3,0
31,26299,0,0
28,298333,11,1
55,111445,0,1
23,11109,2,0
36,59723,0,0
54,60115,7,0
74,13743,5,0
34,11001,0,0
51,50000,4,0
35,34539,4,0
42,93445,9,0
33,7224,0,0
27,12980,2,0
34,37469,3,0
74,68236,0,0
57,95263,6,0
50,134532,8,1
52,69000,11,1
71,87676,4,0
48,40322,6,0
29,333,2,0
49,39000,1,0
45,49906,2,0
26,21445,0,0
27,82196,3,0
49,90480,1,0
42,54312,2,0
49,142572,7,1
56,67333,9,1
44,1497,6,0
68,18019,3,0
65,97351,7,0
21,41536,4,0
24,26710,0,0
55,83000,10,0
44,12467,8,0
63,64061,0,0
30,32186,6,0
66,40771,1,0
50,55630,1,0
53,67010,7,0
57,28382,0,0
22,58066,6,0
64,53467,2,1
28,20135,0,0
57,204244,8,1
17,5579,0,0
52,62445,3,0
39,159826,6,1
69,56821,0,0
25,22211,0,0
24,59645,4,0
25,20333,4,0
46,15467,9,0
30,53497,0,0
22,30743,6,0
29,47300,3,0
15,59467,3,1
30,72000,4,0
38,41000,5,0
31,37467,5,0
63,27333,10,0
48,81704,4,0
48,56633,5,0
68,57120,1,0
71,90583,12,1
62,124000,7,1
56,50245,0,0
71,33778,2,1
30,12815,0,0
24,7548,0,0
21,4373,0,0
25,92297,5,0
65,100611,6,1
27,21953,2,0
57,46333,9,1
54,239858,11,1
65,127904,11,1
40,41428,1,0
43,55521,9,1
59,48000,8,1
27,11712,6,0
48,41444,3,0
54,23794,0,0
46,87571,0,0
61,64445,3,1
30,10856,0,0
51,27592,7,0
33,93669,4,0
45,59728,0,0
68,0,2,0
38,6108,0,0
42,35333,4,0
55,101953,4,1
69,36000,7,1
20,58702,0,0
62,65007,7,0
54,119542,12,1
29,104870,0,0
65,0,0,0
69,10967,5,0
67,65778,3,0
66,61000,10,1
49,66000,10,1
64,90030,4,0
50,93173,11,1
62,198821,12,1
50,44040,0,0
58,62333,4,0
74,31366,4,0
64,88000,5,1
51,71986,5,0
25,63000,4,1
22,13603,4,0
21,3333,4,0
33,90395,10,1
23,1923,0,0
55,19277,2,0
62,112075,4,0
47,526,0,0
61,63333,7,0
32,16446,0,0
37,54548,2,0
59,103841,12,1
56,81506,1,0
54,39224,3,0
41,66557,0,0
23,48348,8,0
69,93000,8,1
54,107446,8,1
24,73445,2,0
75,97700,2,0
43,101000,7,1
50,0,0,0
48,85896,10,1
63,77131,8,1
24,23938,2,0
20,8943,0,0
64,53445,4,1
37,28333,0,0
53,6338,0,0
66,87647,0,0
51,9404,4,0
32,300467,7,1
59,183223,12,1
32,70557,5,0
54,2327,1,0
52,9737,0,0
68,49915,4,0
45,30287,0,0
66,119979,11,1
36,27000,2,0
44,78547,3,0
65,68000,7,1
69,109757,8,1
62,0,0,0
28,61829,6,0
49,4317,5,0
58,76000,2,0
48,247733,7,1
46,71971,4,0
64,17620,1,0
39,48918,9,1
66,50333,5,1
68,43778,5,1
29,22000,0,0
39,102445,7,1
21,14921,0,0
63,87333,12,0
33,11000,9,0
23,10830,0,0
59,59000,5,1
59,25000,7,0
61,29467,9,0
31,26327,0,0
29,6358,0,0
50,100445,5,0
49,43293,7,1
62,28333,5,1
41,218666,11,1
20,57511,3,0
68,29623,5,0
42,156199,8,1
55,13087,2,0
37,38445,1,0
25,14000,2,0
35,44965,3,0
59,94652,1,0
31,13037,0,0
51,5687,0,0
65,31333,12,0
19,73010,2,0
41,111178,3,0
51,14445,3,0
71,214748,12,1
55,75317,3,0
50,65000,9,1
23,29199,0,0
67,33517,1,0
57,21778,5,0
59,76333,4,0
54,61445,0,0
52,84672,0,0
51,38991,5,0
69,66000,6,1
56,8000,0,0
45,47778,5,0
34,163457,3,1
67,33000,5,1
27,71445,2,0
64,12000,0,0
35,54407,0,0
32,25467,4,1
57,196029,7,1
49,51000,1,0
35,301000,8,1
62,82744,6,0
27,428,4,0
58,48447,5,0
59,245893,11,1
57,55000,3,1
61,53763,0,0
60,123778,7,1
21,73333,11,1
62,0,0,0
70,31000,7,0
21,57000,1,1
34,40125,1,0
22,49915,3,0
33,32745,1,0
41,91000,11,0
52,37778,0,0
50,115813,4,0
67,30445,0,1
28,25326,2,0
29,80495,2,1
42,200392,9,0
45,209441,8,1
64,44542,9,1
54,2245,0,0
47,50445,0,0
26,63362,0,0
48,88126,2,0
54,246866,3,1
26,20302,3,0
34,67915,3,0
44,42351,2,0
24,0,0,0
53,47249,2,0
49,120333,12,1
23,98975,1,1
55,0,0,0
31,33000,6,1
38,67912,2,1
67,150619,7,0
72,34000,3,1
59,3333,3,0
57,108407,7,1
39,76144,0,0
50,45845,12,1
53,10555,5,0
47,98367,6,1
67,72467,9,1
20,62000,6,1
25,27581,2,0
67,65000,2,1
